id,title,album,artist_name,genre,year,length,bitrate,lyrics,album_id,artist_id
3153,In The End ft Kutmasta & Motion Man,Reanimation,Linkin Park,Rock,2002,240111,96000,,1018,156
3154,Ghosttown,Rebel Heart,Madonna,Pop,2015,256452,320000,,536,441
3155,Ground Zero,Rebirth,Lil Wayne,Hip-Hop,2010,237374,320000,,291,238
3156,Stranger (Sam Dew & Killagraham),Recess,Skrillex,Electronic,2014,289606,320000,,147,153
3157,On Fire,Recovery,Eminem,Hip-Hop,2010,213603,128000,,219,185
3158,Time of the Preacher (Theme),Red Headed Stranger,Willie Nelson,Oldies,1975,73508,228515,,438,401
3159,Kickstart,Reflection,Redrama,Hip-Hop,2014,224653,192000,,333,265
3160,I Won't Give Up on You,Reflections,Don Williams,Country,2014,185808,320000,,72,32
3161,It's Alright for You,Reggatta de Blanc,The Police,Pop,1979,193436,257581,,639,460
3162,Buffalo Bill,Relapse Refill [EP],Eminem,Hip-Hop,2009,236930,320000,,220,185
3163,Neon Light,Reloaded: 20 #1 Hits,Blake Shelton,Country,2015,222615,245232,,1200,2577
3164,Dead Rappers,Renzel Remixes,Rick Ross,Hip-Hop,2015,215359,320000,,341,253
3165,Bones Exposed,Restoring Force,Of Mice & Men,Rock,2014,255869,320000,,1034,599
3166,The Universe (ft Arston & Markus Schossow),"Revealed, Vol. 5",Hardwell,Electronic,2014,326321,320000,,139,113
3167,Motion Picture,Revenge Of The Dreamers,J. Cole,Hip-Hop,2014,236065,320000,,254,231
3168,Hands To Myself,Revival (Deluxe),Selena Gomez,Pop,2015,200803,128000,,601,62
3169,I'm Only Sleeping,Revolver,The Beatles,Pop,1966,184527,192000,,629,458
3170, Loboko,Rhumba Loaded (1900's),Orch. Super Mazembe,Rhumba,1970,615987,128000,,1235,2695
3171,Can't Run But,Rhythm Of The Saints,Paul Simon,Pop,1990,302341,320000,,570,448
3172,"Bang (feat. Lil Twist, Euro & Corey Gunz)",Rise of an Empire,Young Money,Hip-Hop,2014,250044,320000,,372,285
3173,Beauty And The Beast (ft Peabo Bryson),Rnb 1999-2007,Celine Dion,R&B,2000,245093,160000,,1176,490
3174,I Do (Cherish You),Rnbb 1985-2010,98 Degrees,R&B,2000,238799,48000,,1177,2331
3175,Walkin On The Moon (Feat. Kanye West),Rnbb 1985-2010,The Dream,R&B,2000,254693,193492,,1177,557
3176,3am (live on VH1),Rob Thomas Mixed,Rob Thomas,Rock,2007,392765,128000,,1184,602
3177,Medley Rip It UpReady Teddy,Rock 'n' Roll,John Lennon,R&B,1975,94432,320000,,785,527
3178,Black And Yellow (Produced By Stargate),Rolling Papers,Wiz Khalifa,Hip-Hop,2011,218017,208610,,367,149
3179,Wrist,Royalty,Chris Brown,Pop,2015,196874,320000,,488,53
3180,You Won't See Me,Rubber Soul,The Beatles,Pop,1965,210494,115298,,630,458
3181,L E O,Saga,Oliver N'goma,Rhumba,2011,395911,192000,,1234,2682
3182,Stay Ready (What a Life) [feat. Kendrick Lamar],Sail Out,Jhene Aiko,R&B,2013,383571,320000,,1213,2653
3183,Stay Ready (What a Life),Sail Out (EP),Jhené Aiko,R&B,2013,383560,320000,,772,524
3184,Stay Ready (What a Life),Sail Out (EP),Jhené Aiko,R&B,2013,383560,320000,,772,524
3185,Antes de las Seis,Sale el Sol,Shakira,Pop,2010,176666,320000,,606,454
3186,Solo Amame,SALSA 2014,Arquitecto,Salsa,2014,241031,320000,,1186,2455
3187,When You Were Young,Sam's Town,The Killers,Rock,2006,220525,235115,,1063,286
3188,I'm Crazy 'Bout My Baby And My Baby's 'Bout Me,Satch Plays Fats,Louis Armstrong And His All Star Band,Jazz,1986,269348,160000,,425,386
3189,Polyamorous,Saturate,Breaking Benjamin,Rock,2002,177162,192000,,976,9
3190,Alone Together,Save Rock and Roll,Fall Out Boy,Alternative Rock,2013,205732,320000,,24,11
3191,All The Pretty Faces,Sawdust,The Killers,Rock,2007,286119,226206,,1064,286
3192,Spinning,Say You Will Be Mine,Christopher Cross,Soft Rock,1979,246088,128000,,1093,702
3193,Got It Made,Scars and Souvenirs,Theory of a Deadman,Rock,2008,194716,222957,,1067,611
3194,Kill EVERYBODY,Scary Monsters & Nice Sprites,Skrillex,Electronic,2010,300068,256000,,148,153
3195,Nothing,Science & Faith (Bonus Track Version),The Script,Alternative Rock,2011,272065,320000,,56,26
3196,Scream (Naughty Radio Edit) (ft Janet Jackson),ScreamChildhood,Michael Jackson,Pop,1995,330031,320000,,554,443
3197,There's No Me Without You,Secrets,Toni Braxton,R&B,1996,260586,320000,,910,561
3198,A.D.H.D,Section.80,Kendrick Lamar,Hip-Hop,2011,215066,320000,,273,236
3199,The Plug (feat. Omelly & Young Breed),"Self Made, Vol. 3",Meek Mill,Hip-Hop,2013,243069,320000,,313,248
3200,In The Devil's Territory,Seven Swans,Sufjan Stevens,Folk Rock,2004,297769,192000,,403,294
3201,"Bailando (english) ft. Sean Paul, Descemer Bueno & Gente de Zona",Sex And Love (Deluxe Edition),Enrique Iglesias,R&B,2014,242442,320000,,762,495
3202,Bailando (spanish) (ft Descemer Bueno & Gente de Zona),Sex And Love (Deluxe Edition),Enrique Iglesias,R&B,2014,246713,320000,,762,495
3203,Lucy In The Sky With Diamonds,Sgt. Pepper's Lonely Hearts Club Band,The Beatles,Pop,1967,208509,192000,,631,458
3204,Shadowmaker,Shadowmaker,Apocalyptica,Symphonic Rock,2015,457772,192000,,1118,775
3205,You Don't Care About Me,Shakira,Shakira,Pop,2014,221596,320000,,607,454
3206,Not Enough,Shallow Life,Lacuna Coil,Alternative Rock,2009,221184,320000,,40,16
3207,Stand by Me,Shayne Ward,Shayne Ward,R&B,2006,256854,320000,,898,554
3208,Long Time,She Wolf,Shakira,Pop,2009,176222,320000,,608,454
3209,Bobby Bitch,Shmurda She Wrote (EP),Bobby Shmurda,Hip-Hop,2014,162018,192000,,193,176
3210,I'm Gonna Love You Right (Tonight),Show Me Love,Robin S,Soul,1993,279431,183007,,1107,709
3211,Like Wow!,Shrek,Leslie Carter,Soundtrack,2001,214497,320000,,1111,725
3212,Changes (Ft David Bowie),Shrek 2 [Original Soundtrack],Butterfly Boucher,Soundtrack,2004,202144,256000,,1112,738
3213,People Ain't No Good,Shrek 2 [Original Soundtrack],Nick Cave & The Bad Seeds,Soundtrack,2004,339992,256000,,1112,596
3214,Tough Love For Baba (Skit),Shrek Forever After,Baba & Rumpelstiltskin,Soundtrack,2010,18811,320000,,1114,761
3215,Immigrant Song,Shrek The Third,Led Zeppelin,Soundtrack,2007,145998,241996,,1113,749
3216,12 Bar,Signing Off,UB40,Reggaeton,1980,264646,251166,,957,576
3217,On Ne Change Pas,S'il Suffisit D'aimer,Celine Dion,R&B,1998,250029,160000,,739,490
3218,Woke Up This Morning,Silver Side Up,Nickelback,Rock,2001,232399,128000,,1030,597
3219,Drive My Car,Simple Pleasures,Bobby McFerrin,A Cappella,2000,170492,128000,,3,1
3220,I Second That Emotion,"Smokey Robinson, The Greatest Hits",The Miracles,Soul,1992,164649,203560,,1188,2509
3221,Dazzling Blue,So Beautiful Or So What,Paul Simon,Pop,2011,272404,320000,,571,448
3222,Lady Bug,So Cold EP,Breaking Benjamin,Rock,2004,182857,246009,,977,9
3223,It's Only Love,So Far So Good,Bryan Adams,R&B,1993,197490,320000,,718,489
3224,Don't Want to Know,Solid Air,John Martyn,Electronic,1973,181224,236457,,141,152
3225,Glory Of Love Theme From The Karate Kid Part Ii,Solitude Solitaire,Peter Cetera,R&B,1986,262608,192000,,868,544
3226,Best Laid Plans,Some Kind Of Trouble,James Blunt,R&B,2010,211408,136511,,768,521
3227,Day Too Soon,Some People Have REAL Problems,Sia,Pop,2008,263679,320000,,612,74
3228,Some Type of Love,Some Type of Love,Charlie Puth,R&B,2015,186020,320000,,745,93
3229,If I Knew Then What I Know Now,Something Inside So Strong,Kenny Rogers,Country,1989,235023,192000,,93,40
3230,Not Just a Woman,Something More,Rob Thomas,Rock,2005,185927,128000,,1042,602
3231,Ever the Same,Something to Be (1 of 2),Rob Thomas,Rock,2005,257013,128000,,1043,602
3232,Take A Bow,Something To Remember,Madonna,Pop,1994,321442,320000,,537,441
3233,Congregation,Sonic Highways,Foo Fighters,Rock,2014,311980,320000,,995,13
3234,Throwed Off (ft Gudda Gudda),Sorry 4 The Wait,Lil Wayne,Hip-Hop,2011,185553,320000,,292,238
3235,True Colors,"Soul Mixed, 1980's",Cyndi Lauper,Soul,1985,225504,128000,,1189,418
3236,The First Noel,Sounds of the Season,Lionel Richie,R&B,2006,187742,320000,,812,504
3237,Lesson 03,Spanish 01,Pimsleur,Speech,2002,1814025,32000,,1222,2679
3238,Checkin' for Me,Special Occasion,Bobby V,R&B,2007,247588,199291,,692,483
3239,From Me To You,Spontaneous Inventions,Bobby McFerrin,A Cappella,1985,139232,225892,,4,1
3240,Buzzkill,Spring Break...Here to Party,Luke Bryan,Country,2013,217965,320000,,101,44
3241,No Flex Zone,SremmLife,Rae Sremmurd,Hip-Hop,2015,231144,320000,,335,268
3242,No More You,Stadium,Akon,R&B,2013,238613,192000,,657,469
3243,Blue Skies,Stardust,Willie Nelson,Oldies,1978,214543,226883,,439,401
3244,Stars Dance,Stars Dance,Selena Gomez,Pop,2013,217876,320000,,602,62
3245,Piss Em Off (Prod by The Monarch) ,Starvation,Ace Hood,Hip-Hop,2012,164098,320000,,186,170
3246,Real (interlude) (prod By Ray Real),Starvation 4,Ace Hood,Hip-Hop,2015,259323,320000,,187,170
3247,Bounce (Feat. Kelis) [Radio Edit],State Of Trance,Calvin Harris,Trance,2013,284952,128000,,1120,89
3248,Immersion,State Of Trance August Edition,Omnia,Trance,2013,232099,128000,,1121,824
3249,Microphone,Step Brothers,Royce da 5'9 & Eminem,Hip-Hop,2011,212097,320000,,222,191
3250,Secretz Of War,Still I Rise,2Pac,Hip-Hop,1999,255454,320000,,174,166
3251,Stay or Go,Still Standing,Monica,R&B,2010,220525,320000,,851,541
3252,Touch Me,Stories,Avicii,House,2015,186253,320000,,376,83
3253,Church Bells,Storyteller,Carrie Underwood,Pop,2015,195594,320000,,486,416
3254,I Love You More,Straight from the Lab,Eminem,Hip-Hop,2003,299086,128000,,223,185
3255,Brown Sugar,Straight Outta Cash Money,Lil Wayne,Hip-Hop,2015,263836,192718,,293,238
3256,I Don't Know What To Tell You,Street Music,Redrama,Hip-Hop,2005,267859,192000,,334,265
3257,Point The Finga,Strictly 4 My Niggaz,2Pac,Hip-Hop,1993,265825,320000,,175,166
3258,Not Fade Away,Stripped,The Rolling Stones,Rock & Roll,1995,186294,128000,,1078,614
3259,Dark Side,Stronger [Deluxe Edition],Kelly Clarkson,Pop,2011,224548,239689,,515,437
3260,Syncopation,Suddenly,Billy Ocean,R&B,1984,322037,192000,,687,481
3261,She Is,"Sufjan Stevens, Mixed",Sufjan Stevens,Folk Rock,2005,142654,160807,,1161,294
3262,Variation on Commemorative Transfiguration and Communion at Magruder Park,"Sufjan Stevens, Mixed",Sufjan Stevens,Folk Rock,2006,263808,160000,,1161,294
3263,Heathens,Suicide Squad: The Album,Twenty One Pilots,Soundtrack,2016,195996,320000,,1221,2640
3264,Feeling Alive (ft Agent Sasco),Summer in Kingston,Shaggy,Reggaeton,2011,204499,320000,,944,575
3265,Feeling Alive (ft Agent Sasco),Summer in Kingston,Shaggy,Reggaeton,2011,204499,320000,,944,575
3266,Promise (feat. Fetty Wap),Summer in the Winter,Kid Ink,Hip-Hop,2015,229846,320000,,277,215
3267,Promise (feat. Fetty Wap),Summer in the Winter,Kid Ink,Hip-Hop,2015,229846,320000,,277,215
3268,People Can't Stop Chillin,Sunset Chillout Jazz Lounge Cafe,Guru Sax,Smooth Jazz,2013,361978,128000,,1092,686
3269,What's It Gonna Be,Superhero,Brian McKnight,R&B,2001,264280,192000,,714,487
3270,Put your lights on (feat Everlast),Supernatural,Santana,Latin Rock,1999,287975,160000,,428,331
3271,Outrageous,Surprise,Paul Simon,Pop,2006,204564,320000,,572,448
3272,Why,Surrender,Hurts,Pop,2015,207804,320000,,505,430
3273,Amini,"Swahili, Exclusive",Marlaw,Swahili,2013,223660,64006,,1194,2521
3274,Sweet Talker,Sweet Talker (Deluxe Version),Jessie J,Pop,2014,224568,320000,,509,434
3275,Run Every Time,Sweeter,Gavin DeGraw,Pop,2011,189855,320000,,500,426
3276,Headlines,Take Care,Drake,Hip-Hop,2011,207391,192000,,207,184
3277,Fields_001,Take One,Adam Lambert,Pop,2009,222158,128000,,473,80
3278,Trumpets,Talk Dirty,Jason Derulo,R&B,2014,220726,192000,,770,432
3279,Trumpets,Talk Dirty,Jason Derulo,R&B,2014,220726,192000,,770,432
3280,We Found Love (Feat. Calvin Harris),Talk That Talk (Deluxe),Rihanna,R&B,2011,215301,320000,,889,452
3281,Son Of Man,Tarzan [1999] [Original Motion Picture Soundtrack],Phil CollinsMark Mancina,R&B,1999,164754,256000,,874,547
3282,All Or Nothing,Taylor Empire,Wiz Khalifa,Hip-Hop,2015,188663,256000,,368,149
3283,Tu Restes Avec Moi,Tellement J'ai D'amour,Celine Dion,R&B,1982,189946,192000,,740,490
3284,Blur My Hands (feat. Guy Sebastian),Tetsuo & Youth,Lupe Fiasco,Hip-Hop,2015,349239,320000,,302,243
3285,"Loud Pipes (Feat. Big Tymers, Juvenlie & B&G)",Tha Block Is Hot,Lil Wayne,Hip-Hop,1999,314044,320000,,294,238
3286,This Is the Carter,Tha Carter,Lil Wayne,Hip-Hop,2004,275040,319961,,295,238
3287,Money On Mind,Tha Carter II,Lil Wayne,Hip-Hop,2005,270600,319960,,296,238
3288,A Milli,Tha Carter III,Lil Wayne,Hip-Hop,2008,224679,32006,,297,238
3289,Megaman,Tha Carter IV,Lil Wayne,Hip-Hop,2011,198321,255498,,298,238
3290,Happy Ass Weezy,Tha Carter IV Push Back,Lil Wayne,Hip-Hop,2011,99918,320000,,299,238
3291,The Resistance,Thank Me Later,Drake,Hip-Hop,2010,225456,320000,,208,184
3292,Shaka Zulu,The  Gold Album 18th Dynasty,Tyga,Hip-Hop,2015,253884,320000,,357,279
3293,Skit 1,The 18th Letter,Rakim,Hip-Hop,1997,25270,160000,,336,269
3294,Panic Station,The 2nd Law,Muse,Rock,2012,184241,276857,,1021,19
3295,Past My Shades (Feat. Lupe Fiasco),The Adventures Of Bobby Ray,B.o.B.,Hip-Hop,2010,214786,192000,,189,173
3296,Past My Shades (Feat. Lupe Fiasco),The Adventures Of Bobby Ray,B.o.B.,Hip-Hop,2010,214786,192000,,189,173
3297,The Age of Adz,The Age of Adz,Sufjan Stevens,Folk Rock,2010,478978,192000,,404,294
3298,Always And Forever,The Amazing Collection,Luther Vandross,R&B,2010,294635,189147,,815,534
3299,One,The American Idol EP,Adam Lambert,Pop,2009,248696,160000,,474,80
3300,AngelStranger,The Apprenticeship of Mr. Smith (The Birth of Ne-Yo),Ne-Yo,R&B,2013,257724,320000,,859,543
3301,Adlai Stevenson,The Avalanche Outtakes and Extras from the Illinois Album,Sufjan Stevens,Folk Rock,2006,193311,192000,,405,294
3302,Glass Onion,The Beatles [White Album],The Beatles,Pop,1968,137769,116477,,633,458
3303,Mother Nature's Son,The Beatles [White Album],The Beatles,Pop,1968,166347,107608,,633,458
3304,The Saints (When the Saints Go Marching In) (Mono) (ft Tony Sheridan),The Beatles with Tony Sheridan First Recordings,The Beatles,Pop,2011,202344,148451,,632,458
3305,When the Saints Go Marching In (Stereo) (ft Tony Sheridan),The Beatles with Tony Sheridan First Recordings,The Beatles,Pop,2011,202344,243281,,632,458
3306,Thinkin' About Your Body,The Best of Bobby McFerrin,Bobby McFerrin,A Cappella,1996,196675,143261,,5,1
3307,Break Up to Make Up,The Best of Both Worlds,R. Kelly & Jay-Z,Hip-Hop,2002,248946,256000,,330,264
3308,I Wanna Be Down,The Best of Brandy,Brandy,R&B,2005,249756,320000,,702,486
3309,You Took Advantage Of Me,The Best Of Jazz Vol. 1,Stephane Grappelli,Jazz,1993,298857,128000,,1166,2208
3310,Never Too Much,The Best of Luther Vandross The Best of Love,Luther Vandross,R&B,1989,232202,320000,,816,534
3311,So Amazing,The Best of Luther Vandross The Best of Love,Luther Vandross,R&B,1989,223242,320000,,816,534
3312,Smooth Operator,The Best of Sade,Sade,R&B,1994,257507,320000,,892,551
3313,Smooth Operator,The Best of Sade,Sade,R&B,1994,257507,320000,,892,551
3314,Kizoungo Zoungo,The Best Of Tshala Muana,Tshala Muana,Rhumba,2002,384224,192000,,1180,2438
3315,Kizoungo Zoungo,The Best Of Tshala Muana,Tshala Muana,Rhumba,2002,384223,192000,,1180,2438
3316,I Would Do for You,"The Best of UB40, Vols. 1 & 2",UB40,Reggaeton,2005,334524,320000,,958,576
3317,My Way of Thinking,"The Best of UB40, Vols. 1 & 2",UB40,Reggaeton,2005,204408,320000,,958,576
3318,Mercy (Ft Rockie Fresh),The Black Bar Mitzvah,Rick Ross,Hip-Hop,2012,329043,192000,,342,253
3319,Shawn Carter,The Black Gangster,Jay-Z,Hip-Hop,2015,273188,192000,,261,232
3320,This Is How I Disappear,The Black Parade,My Chemical Romance,Rock,2006,239098,232104,,1023,20
3321,D.O.A. (Death Of Auto-Tune),The Blueprint 3,Jay-Z,Hip-Hop,2009,255033,320000,,262,232
3322,Ring da Bell,The Boy Is Mine,Monica,R&B,1998,276218,125494,,852,541
3323,Movement I In The Countenance of Kings,The BQE,Sufjan Stevens,Folk Rock,2009,319294,320000,,406,294
3324,Something New,"The Capitol Albums, Vol. 1",The Beatles,Pop,2004,3082729,320000,,634,458
3325,Help!,"The Capitol Albums, Vol. 2",The Beatles,Pop,2006,3546106,320000,,635,458
3326,"Hey, Johnny Park!",The Colour And The Shape,Foo Fighters,Alternative Rock,1997,258032,320000,,28,13
3327,Think Twice!!s,The Colour Of My Love,Celine Dion,R&B,1993,287736,128000,,741,490
3328,I'm The Man,The Come Up,J. Cole,Hip-Hop,2009,179753,320000,,255,231
3329,Can I Get a Witness,The Complete Collection,Marvin Gaye,Soul,2011,169902,128000,,1103,675
3330,Once Upon a Time,The Complete Collection,Marvin Gaye,Soul,2011,154307,128000,,1103,675
3331,I Said I Love You,The Day,Babyface,R&B,1996,247562,128000,,676,475
3332,I Said I Love You,The Day,Babyface,R&B,1996,247562,128000,,676,475
3333,Toss it Up,The Don Killuminati The 7 Day Theory,2Pac,Hip-Hop,1996,306450,320000,,176,166
3334,What's Hardcore,The Dusty Foot Philosopher,K'Naan,Hip-Hop,2005,216267,190979,,266,234
3335,Shake It Off,The Emancipation of Mimi,Mariah Carey,R&B,2005,233915,320000,,831,535
3336,Business,The Eminem Show,Eminem,Hip-Hop,2002,253063,192000,,224,185
3337,Take Me Home,The End,Black Sabbath,Heavy Metal,2016,297168,320000,,158,161
3338,Ebb And Flow,The Endless River (Deluxe),Pink Floyd,Rock,2014,115539,320000,,1039,600
3339,Never Too Much,The Essential Luther Vandross CD1,Luther Vandross,R&B,2003,229093,320000,,817,534
3340,Forever,The Essential Mariah Carey,Mariah Carey,R&B,2011,242187,320000,,832,535
3341,Someday,The Essential Mariah Carey,Mariah Carey,R&B,2011,249187,320000,,832,535
3342,Bring Me Your Cup,The Fathers of Reggae,UB40,Reggaeton,2002,285178,320000,,959,576
3343,Here We Go Again,The Final Riot!,Paramore,Rock,2008,249730,209205,,1038,21
3344,You Found Me,The Fray (Deluxe Edition),The Fray,Rock,2008,243748,256624,,1057,609
3345,Sunshine,The Gifted,Wale,Hip-Hop,2013,224548,320000,,361,252
3346,Sterotypical Man (ft. Leo The Lion),"The Green Lectures, Volume 1",Professor Green,Hip-Hop,2006,185924,192000,,328,261
3347,You Made Me Feel Love,The Heart Of The Matter,Kenny Rogers,Country,1985,216768,320000,,94,40
3348,Spanish Guitar,The Heat,Toni Braxton,R&B,2000,289175,320000,,911,561
3349,Thrift Shop (feat. Wanz),The Heist (Deluxe Edition),Macklemore & Ryan Lewis,Hip-Hop,2012,235728,320000,,304,245
3350,As Long As You Love Me,The Hits Chapter One,Backstreet Boys,R&B,2001,214099,209088,,684,478
3351,Guilty All The Same (feat. Rakim),The Hunting Party,Linkin Park,Rock,2014,355239,192000,,1019,156
3352,Borderline (Remix),The Immaculate Collection,Madonna,Pop,1996,317994,320000,,538,441
3353,Perhaps - Short Take 2,The Jazz Ultim,Charlie Parker,Jazz,1970,29607,192000,,1167,2215
3354,Honey I m Home (ft 2 Chainz & Noodles Mix),The Koncrete Mixtape,Akon,R&B,2012,147771,160000,,658,469
3355,B-Boy,The Language Of My World,Macklemore & Ryan Lewis,Hip-Hop,2005,166981,320000,,305,245
3356,Goodnight Irene,The Legend,Johnny Cash,Country,2005,160888,126114,,89,39
3357,Home of the Blues,The Legend,Johnny Cash,Country,2005,160313,128459,,89,39
3358,Luther Played the Boogie,The Legend,Johnny Cash,Country,2005,124003,127481,,89,39
3359,Wa (ft Amos & Josh),The Legend of King Kaka,Rabbit,Swahili,2015,234083,320000,,1115,773
3360,Kiss Goodbye,The Letter,Avant,R&B,2010,227892,177931,,667,473
3361,"Father Stretch My Hands, Pt. 2 (feat. Desiigner)",The Life of Pablo,Kanye West,Hip-Hop,2016,129593,320000,,268,235
3362,Not Loving You,The London Sessions,Mary J. Blige,R&B,2014,207842,320000,,836,537
3363,Someday,The Long Road,Nickelback,Rock,2003,207568,192119,,1031,597
3364,All Out of Love,The Love Album,Westlife,R&B,2006,233136,160000,,934,572
3365,Million Dollar Bills,The Love Club,Lorde,Pop,2013,138312,320000,,520,439
3366,Submarines,The Lumineers,The Lumineers,Indie Folk,2012,163317,320000,,638,459
3367,Go Out,The Magic Whip,Blur,Alternative Rock,2015,273513,192000,,13,8
3368,Rhyme or Reason,The Marshall Mathers LP 2,Eminem,Hip-Hop,2013,301844,320000,,225,185
3369,Ex-Factor,The Miseducation Of Lauryn Hill,Lauryn Hill,Soul,1998,326614,320000,,799,237
3370,That Shit,The Movement,Inspectah Deck,Hip-Hop,2003,244819,192000,,247,230
3371,"Concerto For Piano And Orchestra No. 23 In A Major, K.488, Prelude III, Allegro Assai",The Mozart Sessions,Bobby McFerrin & Chick Corea,Jazz,1996,503823,234428,,416,381
3372,100 (feat. WatchTheDuck),The New Classic (Deluxe Version),Iggy Azalea,Hip-Hop,2014,253207,320000,,245,219
3373,Hypnotize,The Notorious B.I.G. Greatest Hits,The Notorious B.I.G.,Hip-Hop,2007,230060,320000,,350,277
3374,Weight Of The World,The Open Door (Japanese Edition),Evanescence,Rock,2006,217965,128000,,993,589
3375,It's Too Late to Change the Time,The Original Soul of Michael Jackson,Michael Jackson,Pop,1987,231288,320000,,555,443
3376,Life Goes On (Feat. Oh Land),The Papercut Chronicles II,Gym Class Heroes,Pop,2011,251637,233702,,503,429
3377,Kodachrome,The Paul Simon Collection,Paul Simon,Pop,2002,213551,320000,,1172,448
3378,The Crying Game,The Pinkprint (Deluxe),Nicki Minaj,Hip-Hop,2014,265299,320000,,322,239
3379,4 Words (To Choke Upon),The Poison,Bullet for My Valentine,Metal,2006,223973,245476,,431,391
3380,What Happened To Us,The Reason,Hoobastank,Rock,2003,242155,234959,,1001,14
3381,Undisclosed Desires,The Resistance,Muse,Alternative Rock,2009,236152,320000,,46,19
3382,Make Ya Feel Beautiful,The Return,Ruben Studdard,R&B,2006,207307,192000,,890,550
3383,I Just Wanna Make Love to You,The Rolling Stones (US),The Rolling Stones,Rock & Roll,1964,136620,201359,,1080,614
